Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Kypson P.,Quinn E.,Kypson P.,151,284,443,196,1.67,2.2,6-1 7-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Nagal S.,Raonic M.,Raonic M.,101,224,603,275,3.0,1.4,3-6 3-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Zh.,Kovacevic A.,Zhang Zh.,50,92,1006,654,1.62,2.3,6-7 6-3 7-5
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Grenier H.,Muller A.,Muller A.,146,88,455,689,2.0,1.8,6-7 5-7
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Tabilo A.,Kotov P.,Tabilo A.,39,67,1116,819,1.62,2.3,4-6 6-3 7-5
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Shapovalov D.,Shapovalov D.,82,131,750,485,2.3,1.62,1-6 4-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Cobolli F.,Carballes Baena R.,64,62,831,880,3.2,1.36,6-4 6-4
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Moreno De Alboran N.,Klein L.,Klein L.,166,141,387,459,2.38,1.57,6-7 4-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Daniel T.,De Minaur A.,10,76,3210,773,1.07,9.0,6-1 6-2
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Sinner J.,Sinner J.,99,3,609,8270,8.0,1.08,3-6 0-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Lestienne C.,Auger-Aliassime F.,31,100,1295,606,1.25,4.0,6-4 6-1
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,O Connell C.,Zverev A.,Zverev A.,66,6,819,4950,5.5,1.14,4-6 4-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Murray A.,Rublev A.,5,61,5010,885,1.2,4.5,7-6 6-1
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Pouille L.,Tsitsipas S.,Tsitsipas S.,273,11,202,3170,5.5,1.14,3-6 2-6
BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Marozsan F.,Jarry N.,Marozsan F.,58,24,914,1575,2.2,1.67,3-6 7-5 6-4
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Shelton B.,Shelton B.,81,16,751,2145,2.63,1.5,6-4 3-6 4-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Griekspoor T.,Hanfmann Y.,Griekspoor T.,27,57,1445,920,1.4,3.0,6-3 6-3
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Lehecka J.,Lehecka J.,93,32,645,1260,2.0,1.8,6-3 3-6 4-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Arnaldi M.,Alcaraz C.,2,40,8805,1091,1.1,7.0,6-7 6-0 6-1
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Shang J.,Bublik A.,Bublik A.,139,20,465,1984,2.3,1.62,4-6 1-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Coric B.,Struff J.L.,25,35,1531,1194,2.3,1.62,6-7 6-2 7-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Seyboth Wild T.,Seyboth Wild T.,15,65,2300,820,1.29,3.75,1-6 5-7
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Lajovic D.,Tiafoe F.,18,56,2115,927,1.5,2.63,6-3 6-3
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Norrie C.,Norrie C.,55,28,935,1380,2.2,1.67,4-6 4-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Machac T.,Mannarino A.,21,63,1950,868,2.63,1.5,6-1 6-2
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Kypson P.,Humbert U.,Humbert U.,151,14,443,2415,4.5,1.2,4-6 4-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Nardi L.,Zhang Zh.,Nardi L.,123,50,513,1006,3.0,1.4,6-3 3-6 6-3
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Fils A.,Fils A.,23,43,1595,1078,1.73,2.1,3-6 4-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Muller A.,Dimitrov G.,13,88,2880,689,1.14,5.5,7-5 6-2
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Fritz T.,Fritz T.,39,12,1116,3015,5.0,1.17,6-7 2-6
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Fognini F.,Baez S.,19,108,1985,568,1.33,3.4,7-5 6-3
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Musetti L.,Musetti L.,131,26,485,1480,1.53,2.5,4-6 6-2 5-7
BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Vukic A.,Djokovic N.,1,69,9675,801,1.02,21.0,6-2 5-7 6-3
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Korda S.,Korda S.,42,29,1080,1345,2.38,1.57,4-6 2-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Klein L.,Ruud C.,9,141,3405,459,1.2,4.5,6-4 7-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Paul T.,Paul T.,80,17,754,2120,2.75,1.44,2-6 2-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Hurkacz H.,Monfils G.,54,8,937,3405,2.63,1.5,6-0 6-7 6-2
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Medvedev D.,Medvedev D.,64,4,831,7715,15.0,1.03,2-6 3-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Marozsan F.,Seyboth Wild T.,Marozsan F.,58,65,914,820,2.2,1.67,6-2 6-2
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Tsitsipas S.,Tsitsipas S.,18,11,2115,3170,3.0,1.4,3-6 3-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Bublik A.,De Minaur A.,10,20,3210,1984,1.25,4.0,7-5 6-0
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Alcaraz C.,Alcaraz C.,31,2,1295,8805,4.5,1.2,2-6 3-6
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Struff J.L.,Sinner J.,3,25,8270,1531,1.06,10.0,6-3 6-4
BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Lehecka J.,Lehecka J.,5,32,5010,1260,1.25,4.0,4-6 4-6
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Griekspoor T.,Zverev A.,6,27,4950,1445,1.29,3.75,7-6 6-3
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Shelton B.,Shelton B.,22,16,1840,2145,4.0,1.25,6-7 6-3 6-7
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Musetti L.,Rune H.,7,26,3720,1480,1.33,3.4,6-2 7-6
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Monfils G.,Monfils G.,28,54,1380,937,2.0,1.8,7-6 6-7 3-6
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Humbert U.,Paul T.,17,14,2120,2415,1.91,1.91,6-4 6-4
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Fils A.,Ruud C.,Ruud C.,43,9,1078,3405,3.0,1.4,2-6 4-6
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Baez S.,Fritz T.,12,19,3015,1985,1.17,5.0,6-2 6-2
BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Dimitrov G.,Dimitrov G.,21,13,1950,2880,4.33,1.22,3-6 3-6
BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Nardi L.,Djokovic N.,Nardi L.,123,1,513,9675,17.0,1.03,6-4 3-6 6-3
BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,Medvedev D.,Medvedev D.,29,4,1345,7715,3.4,1.33,4-6 7-5 3-6
BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,4th Round,3,Lehecka J.,Tsitsipas S.,Lehecka J.,32,11,1260,3170,2.75,1.44,6-2 6-4
BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,4th Round,3,Marozsan F.,Alcaraz C.,Alcaraz C.,58,2,914,8805,8.0,1.08,3-6 3-6
BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,De Minaur A.,Zverev A.,6,10,4950,3210,2.0,1.8,5-7 6-2 6-3
BNP Paribas Open,2024-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Shelton B.,Sinner J.,Sinner J.,16,3,2145,8270,5.5,1.14,6-7 1-6
BNP Paribas Open,2024-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Ruud C.,Monfils G.,Ruud C.,9,54,3405,937,1.4,3.0,3-6 7-6 6-4
BNP Paribas Open,2024-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Nardi L.,Paul T.,Paul T.,123,17,513,2120,6.0,1.13,4-6 3-6
BNP Paribas Open,2024-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Dimitrov G.,Medvedev D.,4,13,7715,2880,1.57,2.38,6-4 6-4
BNP Paribas Open,2024-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Rune H.,Rune H.,12,7,3015,3720,1.53,2.5,6-2 6-7 3-6
BNP Paribas Open,2024-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Lehecka J.,Sinner J.,3,32,8270,1260,1.13,6.0,6-3 6-3
BNP Paribas Open,2024-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ruud C.,Paul T.,Paul T.,9,17,3405,2120,1.8,2.0,2-6 6-1 3-6
BNP Paribas Open,2024-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Zverev A.,Alcaraz C.,2,6,8805,4950,1.36,3.2,6-3 6-1
BNP Paribas Open,2024-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Rune H.,Medvedev D.,Medvedev D.,7,4,3720,7715,2.75,1.44,5-7 4-6
BNP Paribas Open,2024-03-16,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,Sinner J.,Alcaraz C.,2,3,8805,8270,2.1,1.73,1-6 6-3 6-2
BNP Paribas Open,2024-03-17,Masters 1000,Outdoor,Hard,Semifinals,3,Paul T.,Medvedev D.,Medvedev D.,17,4,2120,7715,3.4,1.33,6-1 6-7 2-6
BNP Paribas Open,2024-03-17,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Medvedev D.,Alcaraz C.,2,4,8805,7715,1.36,3.2,7-6 6-1
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Kotov P.,Van Assche L.,Van Assche L.,67,80,823,736,2.1,1.73,3-6 5-7
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Hijikata R.,Van De Zandschulp B.,77,81,750,724,1.67,2.2,7-5 7-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Darderi L.,Shapovalov D.,Shapovalov D.,75,126,771,505,4.0,1.25,3-6 7-6 4-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Draper J.,Daniel T.,Draper J.,42,78,1071,742,1.17,5.0,6-3 6-2
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Kopriva V.,O Connell C.,O Connell C.,116,66,531,833,3.75,1.29,2-6 4-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Cobolli F.,Nishioka Y.,Cobolli F.,63,71,865,778,2.1,1.73,1-6 6-1 6-4
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Blanch D.,Machac T.,Machac T.,652,60,50,891,23.0,1.01,4-6 2-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Purcell M.,Fucsovics M.,86,68,692,796,1.44,2.75,6-2 6-1
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Cachin P.,Vavassori A.,Vavassori A.,79,148,739,450,2.63,1.5,2-6 2-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Berrettini M.,Murray A.,62,142,870,470,2.1,1.73,4-6 6-3 6-4
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Borges N.,Seyboth Wild T.,Seyboth Wild T.,61,76,887,768,1.91,1.91,4-6 5-7
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,Kecmanovic M.,Shang J.,124,46,507,1030,2.2,1.67,7-6 4-6 7-6
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Zh.,Damm M.,Damm M.,49,204,1005,296,1.29,3.75,6-7 6-7
Miami Open,2024-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Arnaldi M.,Fils A.,Arnaldi M.,38,37,1096,1128,2.1,1.73,6-3 6-4
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Klein L.,Michelsen A.,Michelsen A.,128,73,502,776,2.1,1.73,6-7 2-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Koepfer D.,Giron M.,Koepfer D.,50,51,1002,1000,2.3,1.62,4-6 6-1 6-4
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Mayot H.,Altmaier D.,Altmaier D.,141,54,472,951,2.1,1.73,2-6 5-7
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,Wong C.,Djere L.,35,212,1180,285,1.5,2.63,7-5 7-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Walton A.,Auger-Aliassime F.,Auger-Aliassime F.,150,36,445,1165,4.33,1.22,5-7 4-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Ofner S.,Nishikori K.,Ofner S.,40,351,1076,143,1.8,2.0,6-3 6-4
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,Tabilo A.,Tabilo A.,92,44,650,1040,1.57,2.38,4-6 6-3 3-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Sonego L.,Evans D.,43,53,1066,955,2.2,1.67,1-6 6-3 6-4
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Muller A.,Kwon S.W.,Kwon S.W.,85,863,709,20,1.44,2.75,6-7 3-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Marozsan F.,Kovacevic A.,Marozsan F.,57,98,929,616,1.67,2.2,6-3 6-2
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Hanfmann Y.,Hanfmann Y.,48,56,1006,940,1.25,4.0,4-6 6-4 4-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Landaluce M.,Munar J.,Landaluce M.,360,72,137,776,2.63,1.5,6-3 1-6 7-5
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Carballes Baena R.,Carballes Baena R.,65,64,834,851,1.3,3.5,6-7 3-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Bautista Agut R.,Nava E.,Bautista Agut R.,100,132,614,488,1.73,2.1,6-3 7-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Diaz Acosta F.,Popyrin A.,Popyrin A.,55,45,943,1032,2.63,1.5,2-6 2-6
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Shevchenko A.,Galan D.E.,Shevchenko A.,58,84,924,712,1.53,2.5,6-7 7-6 7-5
Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Monfils G.,Monfils G.,52,47,957,1027,3.4,1.33,6-7 4-6
Miami Open,2024-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Schwartzman D.,Safiullin R.,39,122,1085,513,1.33,3.4,6-2 6-4
Miami Open,2024-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Humbert U.,Humbert U.,77,15,750,2420,4.0,1.25,4-6 3-6
Miami Open,2024-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Rublev A.,Machac T.,60,6,891,4970,4.0,1.25,6-4 6-4
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,O Connell C.,O Connell C.,22,66,1805,833,1.5,2.63,5-7 6-7
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Jarry N.,Draper J.,Jarry N.,23,42,1575,1071,3.0,1.4,7-6 4-6 7-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Griekspoor T.,Griekspoor T.,73,26,776,1450,2.0,1.8,6-7 7-6 4-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Koepfer D.,Baez S.,Koepfer D.,50,19,1002,1990,1.62,2.3,6-3 6-2
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Seyboth Wild T.,Seyboth Wild T.,13,76,2935,768,1.17,5.0,3-6 4-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Tsitsipas S.,Shapovalov D.,126,11,505,3255,3.0,1.4,6-2 6-4
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Shang J.,Davidovich Fokina A.,Davidovich Fokina A.,124,28,507,1425,2.5,1.53,3-6 5-7
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Etcheverry T.,Murray A.,62,30,870,1325,1.57,2.38,7-6 6-3
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Vavassori A.,Sinner J.,Sinner J.,148,3,450,8310,13.0,1.04,3-6 4-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Van Assche L.,Ruud C.,8,80,3560,736,1.22,4.33,7-6 1-6 6-1
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,Arnaldi M.,Arnaldi M.,18,38,2002,1096,1.73,2.1,4-6 1-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Fucsovics M.,Medvedev D.,4,86,7765,692,1.14,5.5,6-4 6-2
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Cobolli F.,Norrie C.,Norrie C.,63,31,865,1250,3.75,1.29,5-7 7-6 2-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Shevchenko A.,Hurkacz H.,9,58,3370,924,1.17,5.0,6-4 6-7 6-3
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Korda S.,Korda S.,100,29,614,1395,3.5,1.3,7-6 3-6 4-6
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Auger-Aliassime F.,Zverev A.,5,36,5060,1165,1.4,3.0,6-2 6-4
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Eubanks C.,Eubanks C.,43,32,1066,1233,1.67,2.2,6-7 6-3 6-7
Miami Open,2024-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Carballes Baena R.,Alcaraz C.,2,64,8805,851,1.02,21.0,6-2 6-1
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Ofner S.,Cerundolo F.,Cerundolo F.,40,21,1076,1845,2.3,1.62,6-7 7-6 1-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Djere L.,Khachanov K.,16,35,2265,1180,1.2,4.5,6-2 6-4
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Monfils G.,Monfils G.,34,47,1211,1027,2.63,1.5,7-6 1-6 2-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Hanfmann Y.,Mannarino A.,Hanfmann Y.,56,20,940,1955,2.63,1.5,3-6 7-6 6-4
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Altmaier D.,Struff J.L.,Struff J.L.,54,25,951,1484,2.38,1.57,3-6 3-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Landaluce M.,Shelton B.,17,360,2220,137,1.11,6.5,6-3 6-4
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Musetti L.,Musetti L.,39,24,1085,1520,1.5,2.63,5-7 1-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Lehecka J.,Popyrin A.,45,27,1032,1435,2.63,1.5,6-4 6-4
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Dimitrov G.,Dimitrov G.,44,12,1040,2935,4.5,1.2,7-6 6-7 2-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Kwon S.W.,De Minaur A.,10,863,3300,20,1.07,9.0,6-3 6-2
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Marozsan F.,Marozsan F.,7,57,3875,929,1.36,3.2,1-6 1-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Griekspoor T.,Sinner J.,3,26,8310,1450,1.07,9.0,5-7 7-5 6-1
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Machac T.,Machac T.,62,60,870,891,2.5,1.53,7-5 5-7 6-7
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Arnaldi M.,Shapovalov D.,Arnaldi M.,38,126,1096,505,2.0,1.8,6-3 7-6
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Damm M.,O Connell C.,O Connell C.,204,66,296,833,3.0,1.4,6-7 6-7
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Jarry N.,Seyboth Wild T.,Jarry N.,23,76,1575,768,1.91,1.91,6-7 7-5 6-3
Miami Open,2024-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Ruud C.,Ruud C.,28,8,1425,3560,2.63,1.5,3-6 4-6
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Koepfer D.,Humbert U.,Koepfer D.,50,15,1002,2420,3.4,1.33,3-6 6-4 6-3
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Medvedev D.,Medvedev D.,31,4,1250,7765,5.0,1.17,5-7 1-6
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Marozsan F.,Popyrin A.,Marozsan F.,57,45,929,1032,1.67,2.2,7-5 6-3
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Khachanov K.,Khachanov K.,21,16,1845,2265,3.75,1.29,1-6 7-5 6-7
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Eubanks C.,Zverev A.,5,32,5060,1233,1.07,9.0,7-6 6-3
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Struff J.L.,De Minaur A.,De Minaur A.,25,10,1484,3300,4.5,1.2,6-7 4-6
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Korda S.,Hurkacz H.,9,29,3370,1395,1.53,2.5,7-6 6-7 6-3
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Alcaraz C.,Alcaraz C.,47,2,1027,8805,8.0,1.08,2-6 4-6
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Hanfmann Y.,Dimitrov G.,12,56,2935,940,1.1,7.0,6-1 6-0
Miami Open,2024-03-25,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Musetti L.,Musetti L.,17,24,2220,1520,1.3,3.5,4-6 6-7
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Machac T.,Arnaldi M.,Machac T.,60,38,891,1096,1.8,2.0,6-3 6-3
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Koepfer D.,Medvedev D.,Medvedev D.,50,4,1002,7765,7.0,1.1,6-7 0-6
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Jarry N.,Ruud C.,Jarry N.,23,8,1575,3560,2.75,1.44,7-6 6-3
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,O Connell C.,Sinner J.,Sinner J.,66,3,833,8310,11.0,1.05,4-6 3-6
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Hurkacz H.,Dimitrov G.,12,9,2935,3370,1.62,2.3,3-6 6-3 7-6
Miami Open,2024-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Musetti L.,Alcaraz C.,Alcaraz C.,24,2,1520,8805,9.0,1.07,3-6 3-6
Miami Open,2024-03-27,Masters 1000,Outdoor,Hard,4th Round,3,Marozsan F.,De Minaur A.,Marozsan F.,57,10,929,3300,3.4,1.33,6-4 0-6 6-1
